season,player_key,player_id,player,team,league,number,hand,position,qualified,games,pa,ab,runs,hits,singles,doubles,triples,hr,rbi,bb,ibb,hbp,so,sb,caught_stealing,baserunning_outs,baserunning_runs,errors,sf,sh,gidp,gidp_opportunities,tb,avg,obp,slg,ops,iso,babip,bb_pct,k_pct,bb_k,woba_est,wraa_est,wrc_est,wrc_plus_est,rc,rc27,xr,xr27,gpa,seca,ta,wsb,ubr_est,bsr_est
2026,p1300109,1300109,若月 健矢,オリックス,パ,2,右打,捕,False,85,259,224,16,48,35,12,0,1,14,17,2,1,48,0,0,3,-1.2,4,1,16,6,20,63,0.214,0.272,0.281,0.553,0.067,0.267,0.066,0.185,0.35,0.247,-12.85,13.59,51.0,17.18,2.33,16.09,2.18,0.193,0.147,0.445,0.0,-1.2,-1.2
2026,p1500096,1500096,西川 龍馬,オリックス,パ,7,左打,左,True,109,465,437,49,128,91,28,0,9,43,24,1,0,59,1,2,3,-1.8,2,3,1,15,51,183,0.293,0.328,0.419,0.747,0.126,0.32,0.052,0.127,0.41,0.327,9.16,56.61,119.0,60.34,4.94,53.55,4.38,0.252,0.178,0.638,-0.6,-1.2,-1.8
2026,p1400201,1400201,西野 真弘,オリックス,パ,5,左打,二,False,32,94,85,5,16,13,3,0,0,1,5,0,1,11,0,0,0,0.0,0,0,3,2,3,19,0.188,0.242,0.224,0.466,0.036,0.216,0.053,0.117,0.45,0.215,-7.3,2.29,24.0,4.59,1.68,3.78,1.38,0.165,0.106,0.352,0.0,-0.0,0.0
2026,p1751068,1751068,野口 智哉,オリックス,パ,9,左打,二,False,61,118,106,10,21,13,5,0,3,16,6,0,1,39,1,1,0,-0.2,2,1,4,1,11,35,0.198,0.246,0.33,0.576,0.132,0.277,0.051,0.331,0.15,0.255,-5.04,7.01,58.0,8.67,2.55,8.86,2.6,0.193,0.198,0.494,-0.2,-0.0,-0.2
2026,p2110153,2110153,麦谷 祐介,オリックス,パ,8,左打,右,False,34,44,39,7,5,2,1,1,1,4,4,0,0,16,2,1,0,0.0,0,0,1,0,5,11,0.128,0.209,0.282,0.491,0.154,0.182,0.091,0.364,0.25,0.222,-3.16,1.33,30.0,2.3,1.73,2.45,1.84,0.165,0.282,0.486,0.0,-0.0,0.0
2026,p2105885,2105885,アルメンタ,ソフトバンク,パ,34,左投,投,False,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,1.0,0.0,0.0,-0.26,-0.16,-159.0,0.0,0.0,-0.1,-2.65,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p2107851,2107851,イヒネ イツア,ソフトバンク,パ,36,左打,走左,False,8,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,-0.53,-0.32,-159.0,0.0,0.0,-0.19,-2.54,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1900010,1900010,スチュワート・ジュニア,ソフトバンク,パ,2,右投,投,False,2,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,1,1,0.25,0.25,0.25,0.5,0.0,0.333,0.0,0.25,0.0,0.223,-0.28,0.12,30.0,0.25,2.25,0.22,2.0,0.175,0.0,0.333,0.0,-0.0,0.0
2026,p2101257,2101257,ダウンズ,ソフトバンク,パ,4,右打,走指,False,8,12,12,1,1,1,0,0,0,0,0,0,0,5,1,0,0,0.2,1,0,0,0,2,1,0.083,0.083,0.083,0.166,0.0,0.143,0.0,0.417,0.0,0.074,-2.4,-1.18,-96.0,0.08,0.2,-0.35,-0.86,0.058,0.083,0.182,0.2,-0.0,0.2
2026,p800081,800081,中村 晃,ソフトバンク,パ,7,左打,打,False,23,33,31,0,4,3,1,0,0,2,2,0,0,5,0,0,0,0.0,0,0,0,1,1,5,0.129,0.182,0.161,0.343,0.032,0.154,0.061,0.152,0.4,0.161,-4.1,-0.73,-22.0,0.91,0.88,0.06,0.06,0.122,0.097,0.25,0.0,-0.0,0.0
2026,p1000035,1000035,今宮 健太,ソフトバンク,パ,6,右打,遊,False,51,145,131,10,28,21,6,0,1,12,9,0,1,29,0,0,0,0.0,2,1,3,2,13,37,0.214,0.268,0.282,0.55,0.068,0.265,0.062,0.2,0.31,0.249,-6.97,7.83,53.0,9.97,2.47,9.91,2.45,0.191,0.145,0.448,0.0,-0.0,0.0
2026,p2104078,2104078,前田 悠伍,ソフトバンク,パ,41,左投,投,False,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,0.5,0.0,0.0,-0.53,-0.32,-159.0,0.0,0.0,-0.06,-0.78,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1700135,1700135,周東 佑京,ソフトバンク,パ,23,左打,中,True,102,435,381,58,106,84,15,5,2,28,35,0,5,64,25,2,1,3.8,0,4,10,2,41,137,0.278,0.344,0.36,0.704,0.082,0.326,0.08,0.147,0.55,0.315,4.08,48.48,109.0,47.51,4.38,54.22,5.0,0.245,0.247,0.724,4.2,-0.4,3.8
2026,p1550517,1550517,大津 亮介,ソフトバンク,パ,19,右投,投,False,2,7,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.714,0.0,0.0,-1.85,-1.14,-159.0,0.0,0.0,-0.54,-2.08,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1900106,1900106,大関 友久,ソフトバンク,パ,47,左投,投,False,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,-0.53,-0.32,-159.0,0.0,0.0,-0.18,-2.43,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1700134,1700134,尾形 崇斗,ソフトバンク,パ,39,右投,投,False,8,12,11,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,1,2,1,0.091,0.091,0.091,0.182,0.0,0.167,0.0,0.417,0.0,0.081,-2.33,-1.11,-90.0,0.09,0.22,-0.81,-1.99,0.064,0.0,0.091,0.0,-0.0,0.0
2026,p1300101,1300101,山川 穂高,ソフトバンク,パ,5,右打,一,False,46,168,143,15,25,14,2,0,9,25,21,0,3,44,0,0,0,0.0,2,1,0,2,10,54,0.175,0.292,0.378,0.67,0.203,0.176,0.125,0.262,0.48,0.301,-0.48,16.67,97.0,15.84,3.54,18.22,4.07,0.226,0.371,0.65,0.0,-0.0,0.0
2026,p2103876,2103876,山本 恵大,ソフトバンク,パ,77,左打,右,False,18,62,56,7,15,10,2,0,3,7,3,0,3,14,0,0,1,-0.4,1,0,0,1,2,26,0.268,0.339,0.464,0.803,0.196,0.308,0.048,0.226,0.21,0.354,2.71,9.03,143.0,8.81,5.66,8.63,5.55,0.269,0.304,0.762,0.0,-0.4,-0.4
2026,p1650813,1650813,川村 友斗,ソフトバンク,パ,61,左打,左,False,77,26,25,10,2,1,1,0,0,1,1,0,0,10,2,0,1,0.0,0,0,0,0,2,3,0.08,0.115,0.12,0.235,0.04,0.133,0.038,0.385,0.1,0.11,-4.4,-1.75,-66.0,0.35,0.41,-0.23,-0.27,0.082,0.16,0.261,0.4,-0.4,0.0
2026,p1500143,1500143,川瀬 晃,ソフトバンク,パ,0,左打,遊,False,51,126,108,14,22,15,5,2,0,12,11,0,0,18,0,0,0,0.0,0,1,6,4,7,31,0.204,0.275,0.287,0.562,0.083,0.242,0.087,0.143,0.61,0.254,-5.45,7.41,58.0,8.6,2.39,8.17,2.27,0.196,0.185,0.467,0.0,-0.0,0.0
2026,p1950149,1950149,庄子 雄大,ソフトバンク,パ,25,左打,遊,False,75,196,165,32,40,36,2,2,0,14,21,0,1,46,15,1,0,2.6,2,1,8,1,11,46,0.242,0.33,0.279,0.609,0.037,0.333,0.107,0.235,0.46,0.282,-3.77,16.24,81.0,15.25,3.03,20.08,3.99,0.218,0.255,0.654,2.6,-0.0,2.6
2026,p1850172,1850172,廣瀨 隆太,ソフトバンク,パ,33,右打,一,False,21,65,55,6,13,9,4,0,0,4,8,1,0,22,0,0,2,-0.8,0,1,1,1,6,17,0.236,0.328,0.309,0.637,0.073,0.382,0.123,0.338,0.36,0.284,-1.12,5.52,83.0,5.67,3.4,6.09,3.66,0.225,0.218,0.581,0.0,-0.8,-0.8
2026,p2100596,2100596,徐 若熙,ソフトバンク,パ,18,右投,投,False,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,1.0,0.0,0.0,-0.53,-0.32,-159.0,0.0,0.0,-0.2,-2.65,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p2107909,2107909,松本 晴,ソフトバンク,パ,49,左投,投,False,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,0.5,0.0,0.0,-0.53,-0.32,-159.0,0.0,0.0,-0.06,-0.78,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1000128,1000128,柳田 悠岐,ソフトバンク,パ,9,左打,指,True,95,354,328,35,95,70,13,0,12,46,19,0,5,62,0,0,0,0.0,0,2,0,7,36,144,0.29,0.336,0.439,0.775,0.149,0.324,0.054,0.175,0.31,0.341,11.34,47.47,131.0,48.68,5.43,46.48,5.19,0.261,0.223,0.7,0.0,-0.0,0.0
2026,p1900104,1900104,柳町 達,ソフトバンク,パ,32,左打,右,False,63,227,197,17,46,31,13,2,0,34,24,1,1,56,0,0,1,-0.4,1,4,1,4,20,63,0.234,0.314,0.32,0.634,0.086,0.317,0.106,0.247,0.43,0.284,-3.96,19.21,83.0,20.15,3.4,21.35,3.6,0.221,0.213,0.568,0.0,-0.4,-0.4
2026,p1400127,1400127,栗原 陵矢,ソフトバンク,パ,24,左打,三,True,106,464,398,68,101,48,19,2,32,85,54,1,7,88,0,0,0,0.0,9,4,1,8,50,220,0.254,0.35,0.553,0.903,0.299,0.245,0.116,0.19,0.61,0.387,33.51,80.86,171.0,77.65,6.76,77.62,6.76,0.296,0.452,0.921,0.0,-0.0,0.0
2026,p2103735,2103735,正木 智也,ソフトバンク,パ,31,右打,一,False,69,326,276,53,78,49,9,1,19,46,42,2,5,69,0,0,0,0.0,2,3,0,5,30,146,0.283,0.383,0.529,0.912,0.246,0.309,0.129,0.212,0.61,0.394,25.56,58.82,177.0,56.5,7.41,56.07,7.35,0.305,0.417,0.951,0.0,-0.0,0.0
2026,p1900101,1900101,海野 隆司,ソフトバンク,パ,62,右打,捕,False,76,233,199,21,42,31,9,1,1,13,14,0,1,60,0,0,1,-0.4,0,1,18,5,16,56,0.211,0.265,0.281,0.546,0.07,0.295,0.06,0.258,0.23,0.247,-11.57,12.21,51.0,14.92,2.23,14.19,2.12,0.19,0.146,0.438,0.0,-0.4,-0.4
2026,p1800113,1800113,渡邉 陸,ソフトバンク,パ,00,左打,捕,False,15,40,35,5,8,4,2,1,1,2,5,0,0,11,0,0,0,0.0,1,0,0,0,2,15,0.229,0.325,0.429,0.754,0.2,0.304,0.125,0.275,0.45,0.332,0.96,5.04,123.0,4.88,4.88,5.1,5.1,0.254,0.343,0.741,0.0,-0.0,0.0
2026,p1000175,1000175,牧原 大成,ソフトバンク,パ,8,左打,二,True,103,393,362,45,104,84,16,0,4,35,18,1,4,67,9,2,5,-1.0,1,2,7,3,48,132,0.287,0.326,0.365,0.691,0.078,0.341,0.046,0.17,0.27,0.307,0.87,40.98,102.0,43.31,4.3,43.8,4.35,0.238,0.157,0.62,1.0,-2.0,-1.0
2026,p1900105,1900105,石塚 綜一郎,ソフトバンク,パ,55,右打,一,False,7,23,20,2,5,2,3,0,0,3,2,0,1,7,0,0,1,-0.4,0,0,0,0,3,8,0.25,0.348,0.4,0.748,0.15,0.385,0.087,0.304,0.29,0.334,0.6,2.95,126.0,2.78,5.01,2.77,4.99,0.257,0.3,0.733,0.0,-0.4,-0.4
2026,p2000109,2000109,笹川 吉康,ソフトバンク,パ,44,左打,右,False,10,25,24,2,4,1,3,0,0,2,1,0,0,5,0,1,0,-0.4,0,0,0,1,3,7,0.167,0.2,0.292,0.492,0.125,0.211,0.04,0.2,0.2,0.216,-1.93,0.63,25.0,1.4,1.72,0.47,0.58,0.163,0.125,0.364,-0.4,-0.0,-0.4
2026,p1500140,1500140,谷川原 健太,ソフトバンク,パ,45,左打,右,False,66,53,51,7,11,8,3,0,0,3,2,0,0,17,0,0,0,0.0,1,0,0,1,5,14,0.216,0.245,0.275,0.52,0.059,0.324,0.038,0.321,0.12,0.232,-3.31,2.09,39.0,3.43,2.26,2.73,1.8,0.179,0.098,0.39,0.0,-0.0,0.0
2026,p1100097,1100097,近藤 健介,ソフトバンク,パ,3,左打,左,True,104,446,367,67,113,66,23,0,24,87,70,7,5,67,5,0,1,0.6,3,4,0,7,56,208,0.308,0.422,0.567,0.989,0.259,0.318,0.157,0.15,1.04,0.422,45.84,91.36,201.0,88.47,9.01,85.38,8.7,0.332,0.477,1.103,1.0,-0.4,0.6
2026,p2104035,2104035,野村 勇,ソフトバンク,パ,99,右打,三,False,66,134,124,25,29,19,4,1,5,10,10,1,0,45,3,0,0,0.6,5,0,0,5,17,50,0.234,0.291,0.403,0.694,0.169,0.324,0.075,0.336,0.22,0.303,-0.12,13.56,99.0,14.55,3.93,13.71,3.7,0.232,0.274,0.63,0.6,-0.0,0.6
2026,p2112183,2112183,髙橋 隆慶,ソフトバンク,パ,56,右打,打,False,3,5,5,1,2,1,0,0,1,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,5,0.4,0.4,1.0,1.4,0.6,1.0,0.0,0.6,0.0,0.598,1.28,1.79,350.0,2.0,18.0,1.65,14.81,0.43,0.6,1.667,0.0,-0.0,0.0
2026,p2108291,2108291,ウォルターズ,ヤクルト,セ,58,右投,投,False,9,8,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,1,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,-2.02,-1.27,-171.0,0.0,0.0,-0.62,-2.1,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p2000133,2000133,オスナ,ヤクルト,セ,13,右打,一,False,60,226,207,13,46,34,7,0,5,22,17,0,0,40,0,2,0,-0.8,2,2,0,8,17,68,0.222,0.279,0.329,0.608,0.107,0.25,0.075,0.177,0.42,0.272,-3.57,17.41,83.0,19.12,2.98,17.35,2.71,0.208,0.179,0.497,-0.8,-0.0,-0.8
2026,p2000135,2000135,サンタナ,ヤクルト,セ,25,右打,左,True,99,363,303,39,74,40,19,0,15,35,56,4,3,96,0,0,0,0.0,2,1,0,8,51,138,0.244,0.366,0.455,0.821,0.211,0.306,0.154,0.264,0.58,0.36,22.2,55.9,166.0,50.7,5.75,51.01,5.79,0.278,0.406,0.831,0.0,-0.0,0.0
2026,p2108913,2108913,セデーニョ,ヤクルト,セ,98,右打,一,False,10,28,27,1,5,3,2,0,0,2,1,0,0,4,0,0,0,0.0,0,0,0,0,0,7,0.185,0.214,0.259,0.473,0.074,0.217,0.036,0.143,0.25,0.211,-1.92,0.67,26.0,1.5,1.84,1.27,1.56,0.161,0.111,0.364,0.0,-0.0,0.0
2026,p2112585,2112585,モイセエフ ニキータ,ヤクルト,セ,31,左打,打,False,4,6,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.333,0.0,0.333,0.0,0.0,0.333,0.167,2.0,0.23,-0.31,0.25,44.0,0.0,0.0,0.31,2.11,0.15,0.5,0.5,0.0,-0.0,0.0
2026,p2107178,2107178,モンテル,ヤクルト,セ,90,右打,中,False,43,82,78,9,23,16,4,0,3,7,4,0,0,16,6,0,2,0.4,2,0,0,2,6,36,0.295,0.329,0.462,0.791,0.167,0.339,0.049,0.195,0.25,0.346,4.02,11.63,153.0,11.85,5.61,11.82,5.6,0.264,0.295,0.807,1.2,-0.8,0.4
2026,p2000028,2000028,並木 秀尊,ヤクルト,セ,0,右打,中,False,18,45,44,9,12,11,0,0,1,2,1,0,0,7,8,0,0,1.6,0,0,0,0,0,15,0.273,0.289,0.341,0.63,0.068,0.306,0.022,0.156,0.14,0.28,-0.4,3.78,90.0,4.33,3.66,5.78,4.88,0.215,0.273,0.75,1.6,-0.0,1.6
2026,p900044,900044,中村 悠平,ヤクルト,セ,27,右打,捕,False,32,65,58,2,11,6,5,0,0,1,4,1,1,5,0,0,0,0.0,0,0,2,3,5,16,0.19,0.254,0.276,0.53,0.086,0.208,0.062,0.077,0.8,0.234,-3.18,2.86,47.0,4.06,2.11,2.91,1.51,0.183,0.172,0.42,0.0,-0.0,0.0
2026,p1650522,1650522,丸山 和郁,ヤクルト,セ,4,左打,右,False,39,112,106,12,36,27,6,1,2,11,5,1,0,17,5,0,0,1.0,0,1,0,0,11,50,0.34,0.366,0.472,0.838,0.132,0.386,0.045,0.152,0.29,0.362,7.08,17.47,168.0,18.47,7.02,18.18,6.92,0.283,0.226,0.857,1.0,-0.0,1.0
2026,p2112175,2112175,伊藤 琉偉,ヤクルト,セ,67,右打,二,False,63,115,102,9,16,12,1,1,2,7,10,4,1,37,2,2,0,-0.4,3,0,2,3,8,25,0.157,0.239,0.245,0.484,0.088,0.222,0.087,0.322,0.27,0.208,-8.21,2.46,23.0,5.97,1.73,4.67,1.36,0.169,0.196,0.418,-0.4,-0.0,-0.4
2026,p2000026,2000026,内山 壮真,ヤクルト,セ,3,右打,二,False,65,255,224,27,50,34,11,0,5,19,28,1,2,46,3,1,1,-0.2,6,1,0,8,31,76,0.223,0.314,0.339,0.653,0.116,0.259,0.11,0.18,0.61,0.294,1.05,24.72,104.0,23.94,3.51,23.83,3.5,0.226,0.259,0.596,0.2,-0.4,-0.2
2026,p1650165,1650165,北村 恵吾,ヤクルト,セ,50,右打,打,False,8,13,13,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0.0,0,0,0,1,1,1,0.077,0.077,0.077,0.154,0.0,0.125,0.0,0.385,0.0,0.068,-2.5,-1.29,-107.0,0.08,0.16,-0.99,-2.06,0.054,0.0,0.077,0.0,-0.0,0.0
2026,p1600078,1600078,古賀 優大,ヤクルト,セ,2,右打,捕,False,71,260,242,13,65,57,6,1,1,30,5,1,6,23,2,0,0,0.4,0,3,4,7,26,76,0.269,0.297,0.314,0.611,0.045,0.29,0.019,0.088,0.22,0.271,-4.2,19.94,83.0,22.83,3.23,21.88,3.09,0.212,0.099,0.484,0.4,-0.0,0.4
2026,p2103794,2103794,吉村 貢司郎,ヤクルト,セ,21,右投,投,False,14,29,27,2,1,1,0,0,0,0,1,0,0,14,0,0,0,0.0,0,0,1,0,3,1,0.037,0.071,0.037,0.108,0.0,0.077,0.034,0.483,0.07,0.056,-5.88,-3.19,-119.0,0.07,0.07,-1.57,-1.57,0.041,0.037,0.077,0.0,-0.0,0.0
2026,p1700087,1700087,塩見 泰隆,ヤクルト,セ,9,右打,右,False,37,83,77,5,13,8,3,0,2,5,5,2,0,28,1,0,0,0.2,0,1,0,1,5,22,0.169,0.217,0.286,0.503,0.117,0.229,0.06,0.337,0.18,0.212,-5.59,2.12,27.0,4.83,1.98,4.76,1.95,0.169,0.195,0.431,0.2,-0.0,0.2
2026,p1750894,1750894,増居 翔太,ヤクルト,セ,43,左投,投,False,5,6,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.0,0,0,1,0,0,2,0.25,0.4,0.5,0.9,0.25,0.333,0.167,0.167,1.0,0.392,0.53,1.09,196.0,0.8,5.4,0.82,5.55,0.305,0.5,1.0,0.0,-0.0,0.0
2026,p1700131,1700131,増田 珠,ヤクルト,セ,63,右打,右,False,88,307,276,26,82,65,10,0,7,32,24,0,3,52,3,1,0,0.2,3,4,0,7,31,113,0.297,0.355,0.409,0.764,0.112,0.339,0.078,0.169,0.46,0.339,13.06,41.56,146.0,40.65,5.33,40.19,5.27,0.262,0.217,0.708,0.2,-0.0,0.2
2026,p1900024,1900024,奥川 恭伸,ヤクルト,セ,18,右投,投,False,15,35,34,1,1,1,0,0,0,1,1,0,0,26,0,0,0,0.0,0,0,0,1,1,1,0.029,0.057,0.029,0.086,0.0,0.125,0.029,0.743,0.04,0.045,-7.44,-4.2,-129.0,0.06,0.05,-2.71,-2.15,0.033,0.029,0.059,0.0,-0.0,0.0
2026,p1700089,1700089,宮本 丈,ヤクルト,セ,10,左打,打,False,32,42,39,4,14,9,4,0,1,8,2,0,1,12,0,0,0,0.0,0,0,0,1,5,21,0.359,0.405,0.538,0.943,0.179,0.5,0.048,0.286,0.17,0.412,4.45,8.35,214.0,8.5,8.83,7.12,7.4,0.317,0.256,0.923,0.0,-0.0,0.0
2026,p1200076,1200076,小川 泰弘,ヤクルト,セ,29,右投,投,False,7,13,13,0,2,2,0,0,0,1,0,0,0,6,0,0,0,0.0,0,0,0,0,0,2,0.154,0.154,0.154,0.308,0.0,0.286,0.0,0.462,0.0,0.137,-1.73,-0.52,-43.0,0.31,0.76,-0.04,-0.09,0.108,0.0,0.182,0.0,-0.0,0.0
2026,p1500139,1500139,小澤 怜史,ヤクルト,セ,45,右投,投,False,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,-0.25,-0.16,-171.0,0.0,0.0,-0.09,-2.43,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p2000025,2000025,山野 太一,ヤクルト,セ,26,左投,投,False,16,37,34,0,4,4,0,0,0,3,0,0,0,20,0,0,0,0.0,1,1,2,0,2,4,0.118,0.114,0.118,0.232,0.0,0.267,0.0,0.541,0.0,0.102,-6.05,-2.62,-76.0,0.47,0.39,-0.41,-0.34,0.081,0.0,0.133,0.0,-0.0,0.0
2026,p1800082,1800082,山野辺 翔,ヤクルト,セ,37,右打,走,False,19,26,25,2,6,5,0,1,0,3,1,0,0,3,0,1,0,-0.4,1,0,0,0,3,8,0.24,0.269,0.32,0.589,0.08,0.273,0.038,0.115,0.33,0.26,-0.67,1.74,72.0,2.15,2.91,1.83,2.47,0.201,0.08,0.45,-0.4,-0.0,-0.4
2026,p2103917,2103917,岩田 幸宏,ヤクルト,セ,64,左打,中,True,96,349,328,34,84,73,9,1,1,21,14,0,3,64,30,5,0,4.0,3,1,3,2,41,98,0.256,0.292,0.299,0.591,0.043,0.314,0.04,0.183,0.22,0.266,-7.29,25.1,77.0,28.69,3.04,32.32,3.42,0.206,0.171,0.578,4.0,-0.0,4.0
2026,p2116854,2116854,松下 歩叶,ヤクルト,セ,6,右打,三,False,24,69,66,6,14,10,3,0,1,4,1,0,2,19,0,0,1,-0.4,1,0,0,0,6,20,0.212,0.246,0.303,0.549,0.091,0.283,0.014,0.275,0.05,0.246,-2.65,3.75,59.0,4.93,2.56,4.79,2.49,0.186,0.136,0.442,0.0,-0.4,-0.4
2026,p1750696,1750696,松本 健吾,ヤクルト,セ,28,右投,投,False,15,27,27,0,3,3,0,0,0,2,0,0,0,18,0,0,0,0.0,0,0,0,0,1,3,0.111,0.111,0.111,0.222,0.0,0.333,0.0,0.667,0.0,0.099,-4.48,-1.97,-79.0,0.33,0.38,-0.8,-0.9,0.078,0.0,0.125,0.0,-0.0,0.0
2026,p1700090,1700090,松本 直樹,ヤクルト,セ,32,右打,捕,False,4,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0.167,0.167,0.167,0.334,0.0,0.167,0.0,0.0,,0.148,-0.74,-0.18,-32.0,0.17,0.9,0.05,0.27,0.117,0.0,0.2,0.0,-0.0,0.0
2026,p2105063,2105063,橋本 星哉,ヤクルト,セ,52,左打,打,False,13,16,14,3,2,1,1,0,0,1,1,0,0,3,0,0,0,0.0,0,1,0,0,2,3,0.143,0.188,0.214,0.402,0.071,0.167,0.062,0.188,0.33,0.178,-1.55,-0.07,-5.0,0.6,1.25,0.83,1.72,0.138,0.143,0.333,0.0,-0.0,0.0
2026,p1900029,1900029,武岡 龍世,ヤクルト,セ,60,左打,三,False,86,258,235,22,53,35,14,1,3,24,20,3,1,65,0,1,1,-0.8,5,1,1,4,25,78,0.226,0.288,0.332,0.62,0.106,0.298,0.078,0.252,0.31,0.273,-3.79,20.15,84.0,22.55,3.22,21.52,3.07,0.213,0.191,0.529,-0.4,-0.4,-0.8
2026,p1750800,1750800,澤井 廉,ヤクルト,セ,42,左打,一,False,19,46,43,2,7,4,2,0,1,2,1,0,2,16,0,0,0,0.0,0,0,0,1,5,12,0.163,0.217,0.279,0.496,0.116,0.231,0.022,0.348,0.06,0.225,-2.61,1.66,39.0,2.61,1.9,2.16,1.58,0.167,0.186,0.405,0.0,-0.0,0.0
2026,p2113365,2113365,田中 陽翔,ヤクルト,セ,54,左打,打,False,22,44,43,2,9,8,1,0,0,3,1,0,0,13,0,0,0,0.0,2,0,0,0,3,10,0.209,0.227,0.233,0.46,0.024,0.3,0.023,0.295,0.08,0.206,-3.19,0.89,22.0,2.27,1.8,1.9,1.51,0.16,0.047,0.324,0.0,-0.0,0.0
2026,p2107172,2107172,矢野 泰二郎,ヤクルト,セ,57,右打,捕,False,7,5,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0.25,0.4,0.25,0.65,0.0,0.25,0.2,0.0,,0.316,0.11,0.58,125.0,0.4,3.6,0.57,5.13,0.243,0.25,0.667,0.0,-0.0,0.0
2026,p1850772,1850772,石井 巧,ヤクルト,セ,38,右打,三,False,25,59,51,7,7,5,1,0,1,2,7,0,0,19,1,0,0,0.2,5,0,1,0,7,11,0.137,0.241,0.216,0.457,0.079,0.194,0.119,0.322,0.37,0.218,-3.68,1.8,33.0,2.66,1.59,3.15,1.89,0.162,0.235,0.432,0.2,-0.0,0.2
2026,p1851155,1851155,石原 勇輝,ヤクルト,セ,35,左投,投,False,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,1.0,0.0,0.0,-0.25,-0.16,-171.0,0.0,0.0,-0.1,-2.65,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1600003,1600003,茂木 栄五郎,ヤクルト,セ,8,左打,一,False,23,39,30,5,7,6,1,0,0,2,7,0,1,9,0,0,0,0.0,2,0,1,0,3,8,0.233,0.395,0.267,0.662,0.034,0.333,0.179,0.231,0.78,0.32,1.03,4.65,128.0,3.16,3.55,4.34,4.88,0.245,0.3,0.696,0.0,-0.0,0.0
2026,p2102997,2102997,西村 瑠伊斗,ヤクルト,セ,36,左打,左,False,9,23,23,4,10,7,3,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,4,13,0.435,0.435,0.565,1.0,0.13,0.5,0.0,0.13,0.0,0.437,2.94,5.07,237.0,5.65,11.74,4.47,9.28,0.337,0.13,1.0,0.0,-0.0,0.0
2026,p1950494,1950494,西舘 昂汰,ヤクルト,セ,14,右投,投,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,,,,,,,0.0,0.0,,,,,,,,0.04,1.08,,,,0.0,-0.0,0.0
2026,p2000031,2000031,赤羽 由紘,ヤクルト,セ,00,右打,三左,False,74,219,201,20,45,32,9,0,4,17,14,0,0,66,7,0,0,1.4,4,1,3,2,24,66,0.224,0.273,0.328,0.601,0.104,0.311,0.064,0.301,0.21,0.268,-4.07,16.26,80.0,18.11,3.02,19.44,3.24,0.205,0.209,0.551,1.4,-0.0,1.4
