season,player_key,player_id,player,team,league,number,hand,qualified,games,innings,outs,batters_faced,pitches,hits_allowed,hr_allowed,so,bb,hbp,runs_allowed,earned_runs,wins,losses,saves,holds_official,holds_est,relief_wins,hp,era,fip,whip,k9,bb9,hr9,k_bb,k_pct,bb_pct,lob_pct_est,win_pct
2026,p1800033,1800033,清水 昇,ヤクルト,セ,17,右投,False,32,28.1,85,116,424,27,0,28,5,0,8,5,1,1,1,15,16,1,17,1.59,1.42,1.13,8.89,1.59,0.0,5.6,0.241,0.043,0.75,0.5
2026,p1300029,1300029,田口 麗斗,ヤクルト,セ,34,左投,False,14,14.1,43,71,273,19,2,11,6,2,7,5,1,0,0,1,1,1,2,3.14,4.82,1.74,6.91,3.77,1.26,1.83,0.155,0.085,0.826,1.0
2026,p1851155,1851155,石原 勇輝,ヤクルト,セ,35,左投,False,6,8.1,25,38,143,7,0,7,5,1,3,3,0,1,0,0,0,0,0,3.24,3.35,1.44,7.56,5.4,0.0,1.4,0.184,0.132,0.769,0.0
2026,p2117400,2117400,荘司 宏太,ヤクルト,セ,30,左投,False,23,23.2,71,112,481,25,2,33,14,1,10,10,3,0,0,3,3,3,6,3.8,3.08,1.65,12.55,5.32,0.76,2.36,0.295,0.125,0.806,1.0
2026,p1950494,1950494,西舘 昂汰,ヤクルト,セ,14,右投,False,1,5,15,21,100,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0.0,4.67,1.4,5.4,9.0,0.0,0.6,0.143,0.238,1.0,
2026,p1600169,1600169,長谷川 宙輝,ヤクルト,セ,53,左投,False,1,1,3,8,30,2,1,0,2,1,3,3,0,0,0,0,0,0,0,27.0,24.87,4.0,0.0,18.0,9.0,0.0,0.0,0.25,0.556,
2026,p1700060,1700060,阪口 皓亮,ヤクルト,セ,66,右投,False,21,19,57,78,290,14,1,16,6,1,6,6,0,0,0,2,2,0,2,2.84,2.98,1.05,7.58,2.84,0.47,2.67,0.205,0.077,0.765,
2026,p2103692,2103692,飯田 琉斗,ヤクルト,セ,61,右投,False,1,1,3,5,18,2,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,5.87,3.0,0.0,9.0,0.0,0.0,0.0,0.2,0.667,
2026,p1300045,1300045,高梨 裕稔,ヤクルト,セ,40,右投,False,10,59.1,178,242,973,52,7,52,13,2,20,18,5,2,0,0,0,0,0,2.73,3.41,1.1,7.89,1.97,1.06,4.0,0.215,0.054,0.822,0.714
2026,p1500042,1500042,高橋 奎二,ヤクルト,セ,47,左投,False,11,60.1,181,266,1055,70,7,54,19,5,33,33,2,6,0,0,0,0,0,4.92,3.78,1.48,8.06,2.83,1.04,2.84,0.203,0.071,0.724,0.25
2026,p1760440,1760440,カスティーヨ,ロッテ,パ,11,左投,False,7,5.2,17,24,79,4,0,2,1,0,4,1,0,1,0,0,1,0,1,1.59,2.57,0.88,3.18,1.59,0.0,2.0,0.083,0.042,0.2,0.0
2026,p2103904,2103904,ジャクソン,ロッテ,パ,42,右投,True,19,110.1,331,480,2022,92,11,105,42,7,45,42,7,7,0,0,0,0,0,3.43,3.48,1.21,8.56,3.43,0.9,2.5,0.219,0.087,0.764,0.5
2026,p1860063,1860063,ルケーシー,ロッテ,パ,48,左投,False,1,4,12,15,71,2,0,4,2,0,2,2,0,0,0,0,0,0,0,4.5,2.25,1.0,9.0,4.5,0.0,2.0,0.267,0.133,0.5,
2026,p2101204,2101204,ロング,ロッテ,パ,73,左投,False,23,57.2,173,253,968,61,8,41,24,3,32,29,1,5,0,7,7,0,7,4.53,4.54,1.47,6.4,3.75,1.25,1.71,0.162,0.095,0.729,0.167
2026,p2000088,2000088,中森 俊介,ロッテ,パ,56,右投,False,28,28,84,111,414,22,1,22,5,0,4,4,3,1,1,13,13,3,16,1.29,2.18,0.96,7.07,1.61,0.32,4.4,0.198,0.045,0.898,0.75
2026,p1450608,1450608,八木 彬,ロッテ,パ,33,右投,False,32,44,132,170,625,29,2,32,11,3,9,9,9,0,0,8,8,9,17,1.84,2.84,0.91,6.55,2.25,0.41,2.91,0.188,0.065,0.846,1.0
2026,p800060,800060,唐川 侑己,ロッテ,パ,19,右投,False,1,5,15,21,74,5,3,4,1,0,4,4,0,1,0,0,0,0,0,7.2,9.55,1.2,7.2,1.8,5.4,4.0,0.19,0.048,1.0,0.0
2026,p1800037,1800037,坂本 光士郎,ロッテ,パ,36,左投,False,22,27.1,82,121,472,24,1,31,14,3,14,12,2,1,0,1,1,2,3,3.95,2.82,1.39,10.21,4.61,0.33,2.21,0.256,0.116,0.682,0.667
2026,p1950700,1950700,大聖,ロッテ,パ,60,右投,False,1,1,3,6,23,3,0,1,0,0,2,2,0,0,0,0,0,0,0,18.0,0.75,3.0,9.0,0.0,0.0,,0.167,0.0,0.333,
2026,p2107586,2107586,宮﨑 颯,ロッテ,パ,66,左投,False,4,5,15,24,101,6,1,4,1,2,4,4,0,0,0,0,0,0,0,7.2,5.55,1.4,7.2,1.8,1.8,4.0,0.167,0.042,0.658,
2026,p1800052,1800052,小島 和哉,ロッテ,パ,14,左投,False,14,80,240,336,1283,70,9,57,24,7,35,30,4,7,0,0,0,0,0,3.38,3.95,1.18,6.41,2.7,1.01,2.38,0.17,0.071,0.747,0.364
2026,p1400140,1400140,小野 郁,ロッテ,パ,37,右投,False,26,30,90,116,451,21,2,27,8,1,6,6,2,1,0,5,5,2,7,1.8,2.72,0.97,8.1,2.4,0.6,3.38,0.233,0.069,0.882,0.667
2026,p2114737,2114737,廣池 康志郎,ロッテ,パ,64,右投,False,16,85.1,256,368,1361,89,10,57,22,7,45,41,2,6,0,0,0,0,0,4.32,3.96,1.3,6.01,2.32,1.05,2.59,0.155,0.06,0.702,0.25
2026,p2103779,2103779,廣畑 敦也,ロッテ,パ,30,右投,False,4,8,24,42,148,13,3,3,2,2,10,8,0,0,0,0,0,0,0,9.0,8.38,1.88,3.38,2.25,3.38,1.5,0.071,0.048,0.547,
2026,p2111821,2111821,木村 優人,ロッテ,パ,53,右投,False,3,16,48,68,269,14,3,11,7,0,11,10,0,1,0,0,0,0,0,5.62,5.12,1.31,6.19,3.94,1.69,1.57,0.162,0.103,0.595,0.0
2026,p1800051,1800051,東妻 勇輔,ロッテ,パ,24,右投,False,1,2,6,14,51,7,0,0,1,0,5,2,0,0,0,0,0,0,0,9.0,4.25,4.0,0.0,4.5,0.0,0.0,0.0,0.071,0.375,
2026,p1900083,1900083,横山 陸人,ロッテ,パ,15,右投,False,40,39.1,118,167,595,31,2,25,16,4,12,9,0,2,28,6,6,0,6,2.06,3.67,1.19,5.72,3.66,0.46,1.56,0.15,0.096,0.809,0.0
2026,p2100442,2100442,毛利 海大,ロッテ,パ,13,左投,False,13,63.1,190,272,1048,65,7,39,21,0,32,31,3,3,0,0,0,0,0,4.41,3.95,1.36,5.54,2.98,0.99,1.86,0.143,0.077,0.709,0.5
2026,p2000090,2000090,河村 説人,ロッテ,パ,58,右投,False,8,44.1,133,190,711,50,8,18,11,2,25,24,1,4,0,0,0,0,0,4.87,5.16,1.38,3.65,2.23,1.62,1.64,0.095,0.058,0.734,0.2
2026,p1600157,1600157,澤田 圭佑,ロッテ,パ,54,右投,False,35,33.1,100,139,495,28,6,31,6,1,15,15,2,1,0,11,11,2,13,4.05,3.86,1.02,8.37,1.62,1.62,5.17,0.223,0.043,0.752,0.667
2026,p2102758,2102758,田中 晴也,ロッテ,パ,35,右投,False,11,56.1,169,253,1011,57,6,49,24,3,31,29,2,5,0,0,0,0,0,4.63,3.83,1.44,7.83,3.83,0.96,2.04,0.194,0.095,0.701,0.286
2026,p1100104,1100104,益田 直也,ロッテ,パ,52,右投,False,28,27.1,82,114,425,22,4,17,9,1,10,10,1,0,2,2,2,1,3,3.29,4.51,1.13,5.6,2.96,1.32,1.89,0.149,0.079,0.833,1.0
2026,p1300080,1300080,石川 柊太,ロッテ,パ,21,右投,False,3,8,24,35,132,6,1,4,5,0,5,3,0,0,0,0,0,0,0,3.38,5.25,1.38,4.5,5.62,1.12,0.8,0.114,0.143,0.625,
2026,p1600146,1600146,種市 篤暉,ロッテ,パ,16,右投,False,2,7.2,23,28,106,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.92,0.78,8.22,0.0,0.0,,0.25,0.0,1.0,
2026,p2106795,2106795,菊地 吏玖,ロッテ,パ,28,右投,False,2,3,9,14,64,4,1,0,2,0,2,2,0,0,0,0,0,0,0,6.0,9.08,2.0,0.0,6.0,3.0,0.0,0.0,0.143,0.87,
2026,p900081,900081,西野 勇士,ロッテ,パ,29,右投,False,6,34.2,104,144,493,37,5,18,7,0,19,17,1,2,0,0,0,0,0,4.41,4.19,1.27,4.67,1.82,1.3,2.57,0.125,0.049,0.676,0.333
2026,p2000087,2000087,鈴木 昭汰,ロッテ,パ,47,左投,False,38,36.2,110,148,594,29,4,32,12,1,11,11,5,1,1,21,21,5,26,2.7,3.49,1.12,7.85,2.95,0.98,2.67,0.216,0.081,0.852,0.833
2026,p2105534,2105534,高野 脩汰,ロッテ,パ,34,左投,False,25,29,87,130,501,29,5,28,12,0,16,14,1,3,0,4,4,1,5,4.34,4.3,1.41,8.69,3.72,1.55,2.33,0.215,0.092,0.735,0.25
2026,p2112140,2112140,髙橋 快秀,ロッテ,パ,93,右投,False,2,2,6,10,55,2,1,1,3,0,3,3,0,0,0,0,0,0,0,13.5,12.75,2.5,4.5,13.5,4.5,0.33,0.1,0.3,0.556,
2026,p2060049,2060049,アブレウ,中日,セ,28,右投,False,15,14.1,43,59,254,10,0,16,6,1,4,4,1,0,0,1,1,1,2,2.51,2.1,1.12,10.05,3.77,0.0,2.67,0.271,0.102,0.765,1.0
2026,p2100961,2100961,マラー,中日,セ,93,左投,False,13,82.1,247,334,1217,74,8,66,16,2,28,25,4,6,0,0,0,0,0,2.73,3.19,1.09,7.21,1.75,0.87,4.12,0.198,0.048,0.792,0.4
2026,p1660558,1660558,メヒア,中日,セ,91,右投,False,18,17,51,74,281,19,1,13,4,2,6,6,0,1,0,4,4,0,4,3.18,3.16,1.35,6.88,2.12,0.53,3.25,0.176,0.054,0.805,0.0
2026,p1650489,1650489,三浦 瑞樹,中日,セ,69,左投,False,2,4,12,16,62,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0.0,2.37,1.25,9.0,4.5,0.0,2.0,0.25,0.125,1.0,
2026,p1951008,1951008,中西 聖輝,中日,セ,11,右投,False,7,34.2,104,158,615,33,4,37,17,3,22,22,2,3,0,0,0,0,0,5.71,3.97,1.44,9.61,4.41,1.04,2.18,0.234,0.108,0.654,0.4
2026,p2107860,2107860,仲地 礼亜,中日,セ,26,右投,False,4,7,21,34,130,11,1,8,3,0,8,8,0,0,0,0,0,0,0,10.29,3.73,2.0,10.29,3.86,1.29,2.67,0.235,0.088,0.476,
2026,p2105038,2105038,伊藤 茉央,中日,セ,32,右投,False,18,15.2,47,62,218,14,1,8,2,0,4,4,1,1,0,0,0,1,1,2.3,3.06,1.02,4.6,1.15,0.57,4.0,0.129,0.032,0.822,0.5
2026,p1800061,1800061,勝野 昌慶,中日,セ,41,右投,False,7,5.2,17,33,122,6,1,9,7,0,7,6,0,2,0,0,0,0,0,9.53,5.69,2.29,14.29,11.12,1.59,1.29,0.273,0.212,0.517,0.0
2026,p2105295,2105295,吉田 聖弥,中日,セ,47,左投,False,37,34.2,104,145,624,19,1,39,20,1,7,7,1,2,0,16,16,1,17,1.82,2.81,1.12,10.12,5.19,0.26,1.95,0.269,0.138,0.855,0.333
2026,p1000138,1000138,大野 雄大,中日,セ,22,左投,True,16,107,321,413,1491,75,10,75,22,5,25,24,8,4,0,0,0,0,0,2.02,3.44,0.91,6.31,1.85,0.84,3.41,0.182,0.053,0.875,0.667
2026,p1300094,1300094,杉浦 稔大,中日,セ,33,右投,False,11,9.2,29,46,192,12,1,9,6,0,7,7,1,2,0,4,4,1,5,6.52,4.21,1.86,8.38,5.59,0.93,1.5,0.196,0.13,0.663,0.333
2026,p2107869,2107869,松山 晋也,中日,セ,90,右投,False,31,29.2,89,124,465,22,1,33,9,2,5,4,1,2,21,2,2,1,3,1.21,2.2,1.04,10.01,2.73,0.3,3.67,0.266,0.073,0.886,0.333
2026,p1200098,1200098,松葉 貴大,中日,セ,38,左投,False,3,16,48,71,249,17,2,9,5,1,10,10,0,1,0,0,0,0,0,5.62,4.5,1.38,5.06,2.81,1.12,1.8,0.127,0.07,0.644,0.0
2026,p1600106,1600106,柳 裕也,中日,セ,17,右投,True,19,118,354,478,1962,106,10,96,26,3,34,33,4,4,0,0,0,0,0,2.52,3.08,1.12,7.32,1.98,0.76,3.69,0.201,0.054,0.835,0.5
2026,p1800059,1800059,根尾 昂,中日,セ,30,右投,False,9,9,27,40,179,9,3,13,3,1,5,5,1,1,0,0,0,1,1,5.0,5.65,1.33,13.0,3.0,3.0,4.33,0.325,0.075,0.909,0.5
2026,p1600076,1600076,梅野 雄吾,中日,セ,46,右投,False,2,2.1,7,14,67,4,0,3,4,0,4,4,0,0,0,0,0,0,0,15.43,5.44,3.43,11.57,15.43,0.0,0.75,0.214,0.286,0.5,
2026,p1900038,1900038,橋本 侑樹,中日,セ,13,左投,False,31,29.2,89,118,454,21,2,34,8,0,6,6,4,1,0,16,16,4,20,1.82,2.26,0.98,10.31,2.43,0.61,4.25,0.288,0.068,0.878,0.8
2026,p2100410,2100410,櫻井 頼之介,中日,セ,16,右投,False,10,47.2,143,214,839,57,7,52,15,0,31,30,2,4,0,0,0,0,0,5.66,3.54,1.51,9.82,2.83,1.32,3.47,0.243,0.07,0.659,0.333
2026,p500014,500014,涌井 秀章,中日,セ,20,右投,False,8,45.2,137,188,701,51,7,32,3,1,16,16,3,2,0,0,0,0,0,3.15,3.72,1.18,6.31,0.59,1.38,10.67,0.17,0.016,0.863,0.6
2026,p1700104,1700104,清水 達也,中日,セ,50,右投,False,6,5.1,16,35,106,15,1,4,5,0,8,7,0,0,0,0,0,0,0,11.81,6.62,3.75,6.75,8.44,1.69,0.8,0.114,0.143,0.645,
2026,p2107086,2107086,牧野 憲伸,中日,セ,68,左投,False,23,17.1,52,77,316,16,3,11,10,0,8,8,0,3,0,2,2,0,2,4.15,5.58,1.5,5.71,5.19,1.56,1.1,0.143,0.13,0.826,0.0
2026,p1500077,1500077,福 敬登,中日,セ,34,左投,False,3,2.1,7,9,41,2,1,2,1,0,1,1,0,0,0,0,0,0,0,3.86,8.01,1.29,7.71,3.86,3.86,2.0,0.222,0.111,1.0,
2026,p2112136,2112136,篠﨑 国忠,中日,セ,52,右投,False,3,2.2,8,12,58,3,0,3,1,0,1,1,0,0,0,0,0,0,0,3.38,1.75,1.5,10.12,3.38,0.0,3.0,0.25,0.083,0.75,
2026,p1851138,1851138,草加 勝,中日,セ,14,右投,False,17,17.2,53,71,286,12,2,16,4,1,2,2,0,1,0,1,1,0,1,1.02,3.38,0.91,8.15,2.04,1.02,4.0,0.225,0.056,1.0,0.0
2026,p1600110,1600110,藤嶋 健人,中日,セ,54,右投,False,40,36.2,110,149,613,28,4,23,14,1,12,12,3,2,0,7,7,3,10,2.95,4.26,1.15,5.65,3.44,0.98,1.64,0.154,0.094,0.829,0.6
2026,p2000048,2000048,近藤 廉,中日,セ,70,左投,False,3,3.1,10,15,59,3,0,3,3,0,3,3,0,0,0,0,0,0,0,8.1,3.77,1.8,8.1,8.1,0.0,1.0,0.2,0.2,0.5,
2026,p2108462,2108462,金丸 夢斗,中日,セ,21,左投,True,19,121.1,364,500,1970,121,13,108,21,3,40,36,5,9,0,0,0,0,0,2.67,3.08,1.17,8.01,1.56,0.96,5.14,0.216,0.042,0.828,0.357
2026,p2000042,2000042,髙橋 宏斗,中日,セ,19,右投,False,13,80.2,242,332,1304,70,3,90,29,2,38,33,2,7,0,0,0,0,0,3.68,2.27,1.23,10.04,3.24,0.33,3.1,0.271,0.087,0.651,0.222
2026,p1400199,1400199,齋藤 綱記,中日,セ,59,左投,False,40,31,93,135,512,27,5,36,12,2,17,13,2,3,0,7,7,2,9,3.77,4.0,1.26,10.45,3.48,1.45,3.0,0.267,0.089,0.706,0.4
2026,p2117509,2117509,ウィットリー,巨人,セ,26,右投,False,14,81.2,245,325,1273,48,5,97,36,6,26,21,3,4,0,0,0,0,0,2.31,2.83,1.03,10.69,3.97,0.55,2.69,0.298,0.111,0.771,0.429
2026,p1961886,1961886,ハワード,巨人,セ,28,右投,False,5,29.1,88,118,462,23,1,36,9,0,6,5,2,2,0,0,0,0,0,1.53,1.78,1.09,11.05,2.76,0.31,4.0,0.305,0.076,0.85,0.5
2026,p1561778,1561778,バルドナード,巨人,セ,49,左投,False,2,1.1,4,11,56,4,0,1,3,0,4,2,0,0,0,0,0,0,0,13.5,8.12,5.25,6.75,20.25,0.0,0.33,0.091,0.273,0.429,
2026,p2122496,2122496,マタ,巨人,セ,42,右投,False,4,19.1,58,85,354,13,0,20,13,3,6,6,0,1,0,0,0,0,0,2.79,3.28,1.34,9.31,6.05,0.0,1.54,0.235,0.153,0.793,0.0
2026,p1700010,1700010,マルティネス,巨人,セ,92,右投,False,40,37.2,113,141,575,23,2,43,8,1,8,7,3,3,31,2,2,3,5,1.67,1.99,0.82,10.27,1.91,0.48,5.38,0.305,0.057,0.822,0.5
2026,p1960444,1960444,ルシアーノ,巨人,セ,48,右投,False,12,12,36,51,211,10,2,10,7,0,7,7,0,1,0,6,6,0,6,5.25,5.12,1.42,7.5,5.25,1.5,1.43,0.196,0.137,0.704,0.0
2026,p1500052,1500052,中川 皓太,巨人,セ,41,左投,False,36,28.2,86,112,435,19,2,29,5,1,6,6,2,1,0,15,15,2,17,1.88,2.38,0.84,9.1,1.57,0.63,5.8,0.259,0.045,0.856,0.667
2026,p1900019,1900019,井上 温大,巨人,セ,97,左投,True,17,106,318,420,1636,86,8,103,24,2,30,26,10,6,0,0,0,0,0,2.21,2.64,1.04,8.75,2.04,0.68,4.29,0.245,0.057,0.813,0.625
2026,p2050423,2050423,代木 大和,巨人,セ,25,左投,False,4,9,27,37,150,6,1,5,4,0,3,3,0,0,0,0,0,0,0,3.0,4.54,1.11,5.0,4.0,1.0,1.25,0.135,0.108,0.814,
2026,p1200117,1200117,則本 昂大,巨人,セ,43,右投,False,9,51,153,219,888,62,7,35,13,2,28,28,2,4,0,0,0,0,0,4.94,4.16,1.47,6.18,2.29,1.24,2.69,0.16,0.059,0.729,0.333
2026,p1700029,1700029,北浦 竜次,巨人,セ,56,左投,False,11,9.2,29,43,160,13,3,5,2,0,11,11,0,0,0,2,3,0,3,10.24,6.49,1.55,4.66,1.86,2.79,2.5,0.116,0.047,0.37,
2026,p2108022,2108022,又木 鉄平,巨人,セ,46,左投,False,5,15,45,72,286,23,0,9,7,2,8,8,1,1,0,0,0,1,1,4.8,3.47,2.0,5.4,4.2,0.0,1.29,0.125,0.097,0.75,0.5
2026,p1900016,1900016,堀田 賢慎,巨人,セ,91,右投,False,23,25.1,76,93,348,10,1,17,8,0,1,1,1,0,0,2,2,1,3,0.36,2.99,0.71,6.04,2.84,0.36,2.12,0.183,0.086,1.0,1.0
2026,p2103697,2103697,大勢,巨人,セ,15,右投,False,32,29.1,88,110,430,15,2,33,6,1,11,7,1,1,3,22,22,1,23,2.15,2.22,0.72,10.12,1.84,0.61,5.5,0.3,0.055,0.573,0.5
2026,p2117397,2117397,宮原 駿介,巨人,セ,57,左投,False,5,4.1,13,20,68,6,0,3,3,0,1,1,1,0,0,0,0,1,1,2.08,3.56,2.08,6.23,6.23,0.0,1.0,0.15,0.15,0.889,1.0
2026,p1500074,1500074,小笠原 慎之介,巨人,セ,98,左投,False,4,26,78,102,392,23,2,23,2,2,6,6,2,2,0,0,0,0,0,2.08,2.56,0.96,7.96,0.69,0.69,11.5,0.225,0.02,0.868,0.5
2026,p2119000,2119000,山城 京平,巨人,セ,36,左投,False,1,2,6,13,67,3,0,1,3,2,5,5,0,0,0,0,0,0,0,22.5,9.37,3.0,4.5,13.5,0.0,0.33,0.077,0.231,0.375,
2026,p1750087,1750087,山田 龍聖,巨人,セ,64,左投,False,2,3,9,14,62,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0.0,6.2,1.67,3.0,12.0,0.0,0.25,0.071,0.286,1.0,
2026,p2000006,2000006,山﨑 伊織,巨人,セ,19,右投,False,4,23.1,70,103,446,26,3,18,9,1,13,13,1,1,0,0,0,0,0,5.01,4.28,1.5,6.94,3.47,1.16,2.0,0.175,0.087,0.723,0.5
2026,p2000005,2000005,平内 龍太,巨人,セ,66,右投,False,1,1,3,4,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,5.87,2.0,0.0,9.0,0.0,0.0,0.0,0.25,1.0,
2026,p1800028,1800028,戸郷 翔征,巨人,セ,20,右投,False,9,52.1,157,216,892,38,2,53,15,8,13,13,4,1,0,0,0,0,0,2.24,2.66,1.01,9.11,2.58,0.34,3.53,0.245,0.069,0.825,0.8
2026,p1450977,1450977,森田 駿哉,巨人,セ,47,左投,False,15,24,72,108,414,25,3,19,10,2,11,11,0,0,0,2,3,0,3,4.12,4.41,1.46,7.12,3.75,1.12,1.9,0.176,0.093,0.793,
2026,p1800111,1800111,泉 圭輔,巨人,セ,63,右投,False,10,9,27,40,151,13,2,7,1,0,3,3,0,0,0,0,0,0,0,3.0,4.54,1.56,7.0,1.0,2.0,7.0,0.175,0.025,0.982,
2026,p700069,700069,田中 将大,巨人,セ,11,右打,False,10,53.2,161,232,830,59,2,40,16,0,25,21,3,3,0,0,0,0,0,3.52,2.76,1.4,6.71,2.68,0.34,2.5,0.172,0.069,0.693,0.5
2026,p1700027,1700027,田中 瑛斗,巨人,セ,45,右投,False,45,38.1,115,155,551,29,0,23,13,2,9,7,1,2,2,31,31,1,32,1.64,2.84,1.1,5.4,3.05,0.0,1.77,0.148,0.084,0.795,0.333
2026,p2118291,2118291,田和 廉,巨人,セ,30,右投,False,32,28.1,85,120,465,21,1,18,13,4,6,6,0,0,0,3,3,0,3,1.91,3.86,1.2,5.72,4.13,0.32,1.38,0.15,0.108,0.874,
2026,p2000040,2000040,石川 達也,巨人,セ,65,左投,False,6,6.1,19,34,124,13,2,5,4,0,12,12,0,0,0,0,0,0,0,17.05,7.29,2.68,7.11,5.68,2.84,1.25,0.147,0.118,0.352,
2026,p2118993,2118993,竹丸 和幸,巨人,セ,21,左投,False,17,100,300,422,1631,95,11,107,31,2,44,37,8,8,0,0,0,0,0,3.33,3.15,1.26,9.63,2.79,0.99,3.45,0.254,0.073,0.746,0.5
2026,p1450689,1450689,船迫 大雅,巨人,セ,58,右投,False,36,24,72,95,362,13,2,17,10,2,7,7,3,1,0,14,15,3,18,2.62,4.04,0.96,6.38,3.75,0.75,1.7,0.179,0.105,0.811,0.75
2026,p1850035,1850035,西舘 勇陽,巨人,セ,17,右投,False,7,36.2,110,154,647,27,6,38,16,3,11,11,2,3,0,0,0,0,0,2.7,4.48,1.17,9.33,3.93,1.47,2.38,0.247,0.104,0.931,0.4
2026,p2103689,2103689,赤星 優志,巨人,セ,31,右投,False,33,42.1,127,172,658,35,3,30,11,2,11,11,5,2,0,4,6,4,10,2.34,3.3,1.09,6.38,2.34,0.64,2.73,0.174,0.064,0.845,0.714
2026,p1600100,1600100,高梨 雄平,巨人,セ,53,左投,False,18,10,30,50,205,14,2,13,6,0,3,3,1,0,0,5,5,1,6,2.7,4.67,2.0,11.7,5.4,1.8,2.17,0.26,0.12,0.988,1.0
2026,p1600125,1600125,アドゥワ 誠,広島,セ,48,右投,False,6,17.2,53,86,320,25,3,17,6,2,13,13,0,2,0,0,0,0,0,6.62,4.51,1.75,8.66,3.06,1.53,2.83,0.198,0.07,0.694,0.0
2026,p2108238,2108238,ターノック,広島,セ,42,右投,False,9,42.2,128,188,762,45,0,42,14,3,20,19,0,4,0,0,0,0,0,4.01,2.1,1.38,8.86,2.95,0.0,3.0,0.223,0.074,0.677,0.0
2026,p1960397,1960397,ハーン,広島,セ,68,左投,False,37,35.1,106,145,575,25,0,45,10,2,8,6,2,2,1,26,26,2,28,1.53,1.34,0.99,11.46,2.55,0.0,4.5,0.31,0.069,0.784,0.5
2026,p1000116,1000116,中﨑 翔太,広島,セ,21,右投,False,27,25.1,76,108,437,19,2,21,13,1,9,9,1,4,6,6,6,1,7,3.2,3.9,1.26,7.46,4.62,0.71,1.62,0.194,0.12,0.795,0.2
2026,p1400175,1400175,塹江 敦哉,広島,セ,36,左投,False,20,23,69,92,385,16,0,26,9,2,7,7,1,2,0,0,0,1,1,2.74,2.04,1.09,10.17,3.52,0.0,2.89,0.283,0.098,0.741,0.333
2026,p1300057,1300057,大瀬良 大地,広島,セ,14,右投,False,2,7.1,22,37,145,14,0,4,2,0,8,8,0,2,0,0,0,0,0,9.82,2.6,2.18,4.91,2.45,0.0,2.0,0.108,0.054,0.5,0.0
2026,p2114807,2114807,岡本 駿,広島,セ,53,右投,False,17,91.1,274,387,1493,87,5,74,32,1,43,41,6,6,0,0,0,0,0,4.04,3.05,1.3,7.29,3.15,0.49,2.31,0.191,0.083,0.681,0.5
2026,p1800073,1800073,島内 颯太郎,広島,セ,43,右投,False,12,11,33,51,215,8,0,11,9,2,5,5,0,1,0,1,1,0,1,4.09,3.87,1.55,9.0,7.36,0.0,1.22,0.216,0.176,0.737,0.0
2026,p2110267,2110267,常廣 羽也斗,広島,セ,17,右投,False,7,8,24,39,163,9,0,6,7,0,4,4,0,0,0,0,0,0,0,4.5,4.0,2.0,6.75,7.88,0.0,0.86,0.154,0.179,0.75,
2026,p1600123,1600123,床田 寛樹,広島,セ,19,左投,False,16,98.1,295,416,1535,100,7,66,24,2,35,28,4,4,0,0,0,0,0,2.56,3.25,1.26,6.04,2.2,0.64,2.75,0.159,0.058,0.783,0.5
2026,p2107847,2107847,斉藤 優汰,広島,セ,47,右投,False,5,23.2,71,105,419,22,2,20,11,1,11,11,1,2,0,0,0,0,0,4.18,3.8,1.39,7.61,4.18,0.76,1.82,0.19,0.105,0.737,0.333
2026,p2000060,2000060,栗林 良吏,広島,セ,20,右投,False,12,76,228,291,1061,51,2,64,10,1,21,18,5,4,0,0,0,0,0,2.13,1.96,0.8,7.58,1.18,0.24,6.4,0.22,0.034,0.693,0.556
2026,p2103788,2103788,森 翔平,広島,セ,16,左投,False,10,57.1,172,231,884,47,5,48,15,1,20,19,1,2,0,0,0,0,0,2.98,3.17,1.08,7.53,2.35,0.78,3.2,0.208,0.065,0.768,0.333
2026,p1900052,1900052,森下 暢仁,広島,セ,18,右投,False,16,92.2,278,399,1538,88,12,79,34,3,45,42,6,7,0,0,0,0,0,4.08,4.05,1.32,7.67,3.3,1.17,2.32,0.198,0.085,0.739,0.462
2026,p2000061,2000061,森浦 大輔,広島,セ,13,左投,False,42,40.2,122,164,674,30,3,50,13,2,14,11,4,2,13,11,11,4,15,2.43,2.48,1.06,11.07,2.88,0.66,3.85,0.305,0.079,0.76,0.667
2026,p1900057,1900057,玉村 昇悟,広島,セ,65,左投,False,9,48.2,146,190,704,38,4,31,9,2,15,13,1,3,0,0,0,0,0,2.4,3.34,0.97,5.73,1.66,0.74,3.44,0.163,0.047,0.783,0.25
2026,p2105565,2105565,益田 武尚,広島,セ,26,右投,False,16,17.2,53,85,318,26,0,12,6,2,10,10,0,0,0,0,0,0,0,5.09,2.87,1.81,6.11,3.06,0.0,2.0,0.141,0.071,0.706,
2026,p2117693,2117693,菊地 ハルン,広島,セ,67,右投,False,10,9,27,40,162,9,2,9,4,1,5,5,0,1,0,2,2,0,2,5.0,5.43,1.44,9.0,4.0,2.0,2.25,0.225,0.1,0.804,0.0
